"длина.кота";"длина.хвоста";"длина.усов";"вес";"скорость"
59,5148337874776;27,8597995812007;6,00471354719654;4,07566088159598;14,928493945569
72,2802327995851;27,7024375355008;5,73731014653586;4,04699680085941;12,2476230426228
63,8064571830291;33,8275046335654;6,00947661291574;4,78191217646322;5,44799696751092
54,7135886055285;25,0363878701723;6,57360573626669;3,12128559351403;7,30895607391978
63,1316966754915;26,3001293773677;6,08346048996092;4,69027257970836;14,6129947057781
56,722684893559;29,9703885662095;5,88917750049079;3,28395898778847;12,0231805325803
55,4704452164611;32,5687932960983;5,82756233595052;3,11906760235629;8,81742546371971
63,0558694136277;33,6701599590308;5,95924000707536;4,63778003090292;11,5459046372134
51,1062098800153;26,3682537201333;6,50958911961355;2,4770007042326;10,3164237866244
61,4424390358683;30,8613576030865;6,14284518677986;4,08645278684782;11,156544104036
60,2475815514017;26,2271461317587;6,31055210357838;4,92800915655589;16,168716312565
62,1937691670103;33,7309695831069;5,6316452168473;4,55167509544778;7,92592734328243
63,2051282831325;30,9750649952872;6,45322950018843;4,76161929230727;13,1586227895851
72,6888172395804;29,2981788105039;5,94018575685907;6,14245042168952;12,9346248873445
68,7009783452796;30,0024508411851;6,08525351754661;5,17825105336706;11,9961400234755
54,6548565748068;27,3928686634327;5,90578716677728;4,20778289833688;10,5898342371442
62,9709759842054;32,1130181216951;5,68263568108296;4,61924332076462;10,1298815746231
66,302107053712;29,269733943714;6,52470428478478;4,57056208848495;7,60350741704885
62,5465140481588;30,5714256333275;5,55126044672478;5,06711924268981;13,0725467906462
59,5651158617087;30,2758835842813;5,80031448874136;5,9135755144207;11,8380606501829
59,0154915513785;35,508186774026;5,71161009369572;4,01121120415827;15,5740952309284
68,883836109574;31,2818548345074;6,24758311365826;5,28525893748403;10,7069191268743
68,3062711020998;30,2599811897615;5,72333161327497;5,17103553697596;11,8937561291294
61,9966691128355;24,6239510262432;5,90408378377267;4,40999382098128;20,696176135531
53,184157957887;32,1329440649461;5,54735155698804;2,98145235094513;10,0336267590292
60,8367720959092;30,7611521761762;6,25237939522342;6,37402603811597;12,0542215855579
