"длина.кота";"длина.хвоста";"длина.усов";"вес";"скорость"
59,144198941973;29,0338779565223;5,89780773404882;2,02095374614233;7,03320828626127
70,7914099213553;35,2568702320083;6,43969564142837;2,04218120306058;18,965758780403
59,5024179500369;29,4751157073947;6,55014236096066;2,24564199184939;18,5553303779546
55,8100627887809;37,3050884617581;6,21474254403139;2,37988220369188;18,3533170678097
53,8396142139858;27,4777103938612;5,97220687761775;2,81018436822182;12,3803067869468
61,7154054682137;30,4633745749674;5,49371852002365;2,82566602827705;16,138733494823
59,24005333551;26,4086758161313;5,91817551992233;2,87217118704936;15,9396358317926
56,3821341963323;28,2600496179811;6,03748230776019;2,90533581897218;11,0505077126305
47,1558715396815;25,7636010430256;5,89542558183862;3,13431920646744;15,8104948692636
67,359437078474;33,486970275889;6,26957673387695;3,18829979664931;17,4091824199035
64,1567583651086;28,3759264191372;5,66968621969464;3,26410669608795;15,5228107138913
56,1358327498549;28,8385046589272;6,41135480525339;3,27525614570571;10,4724401485228
73,7891290604626;36,1018082192104;5,79605136152757;3,27818574816608;10,0057248209869
60,0074328254652;29,7682142728214;6,05816526649435;3,34802663594217;13,2037801228628
60,1693898255405;29,1005467901724;6,32233427500421;3,35342384616597;13,4154672417569
51,241554939005;26,9242942359319;5,75509900422429;3,35553241771877;14,8319440663927
50,1269221679711;28,1888351989742;5,66350432080224;3,38629341449324;15,7975580777881
45,4795296554607;25,0697828240503;5,83383335632127;3,39620760298224;12,7870116401851
50,7471278040515;26,8384628688314;6,00151654172862;3,44238067402466;14,5328843981926
63,1282085577792;31,2378605818718;5,73776095978543;3,47144928379353;14,4978867891421
61,9038712582822;34,0294068074027;5,5414747204583;3,49660016130891;12,9939297367932
54,4737080601112;27,5514651540278;6,37625283047095;3,56498229531509;7,73761479296964
58,6760305831369;28,9593182738052;6,37410671547111;3,57784721787435;5,56531591879793
78,3634219548456;31,0083838562932;6,23818165290971;3,60557385825783;14,1269493948127
64,9439914803174;32,9361684887989;6,1270197089608;3,65661296041966;14,0929572649832
63,6383844117099;31,4752160078462;5,64717520645672;3,67935514494571;14,0858038155694
55,4124694743704;27,7498227221503;6,14146395502989;3,73157220626383;9,3004397884512
57,74271041849;28,6145811178427;6,16951204411308;3,7753272457053;13,8004866698172
68,3285416665716;33,871648653809;5,5461794495564;3,78529626272716;6,21736450791342
65,5503683844219;33,0241325744975;6,55817349780511;3,8268006148434;12,7648451710014
59,3513542456797;30,6734415686764;6,30042416571304;3,86647164994322;13,4969961393491
59,4449993322448;29,4253297666169;5,89047233972803;3,90326468318777;13,4964863540735
58,6149351453199;28,9215444762288;6,08126704638608;3,946327292516;13,4424587594722
59,3689737294179;32,3219226607712;6,26225137439809;3,95317387979286;11,0870384498994
50,2797581800551;30,5444220472853;5,63462170804794;3,98944022333649;14,1437505060868
57,8820651832744;28,7279897373379;5,67783768424812;4,04053322573775;13,2728383669273
57,4827117872059;29,9304729943367;6,02757473962445;4,06848259384024;12,8627112673136
45,1250315936768;24,5713859053373;6,4667071157902;4,10914510377959;10,8662010520763
64,8580829404612;28,5057975297278;5,57310743533543;4,11454128410192;9,55869247365244
68,8392624856537;34,3975357683415;5,88965244102192;4,12647281226653;14,7241645222803
56,4360788119556;28,2763750455152;6,19419863056141;4,13818957665032;12,8156477982072
53,3368622718393;27,2195909780187;5,43764472636441;4,14198815080113;10,2339701462789
60,1729468833576;26,3584449272247;6,28282104597528;4,17661659680408;14,0237927265623
68,6609982076467;34,3343974459419;5,7533735681667;4,20734965328702;14,8712972579343
68,4387860191613;33,9125456499936;5,87637154941721;4,22108035193423;7,75123023486194
58,050954395724;28,8262142382539;6,21316765153778;4,23182373175864;13,5513699280689
62,5176929551605;31,0097741891916;5,81883671493713;4,26274174882127;12,1897028262714
66,2043854684999;33,0396564984809;5,87612012892614;4,26468814226566;12,7465136215997
70,788119485963;34,7564979494588;6,1790258607462;4,27952453340831;12,7182268301711
61,1230721837455;30,3656529321125;6,06447293311914;4,28546664817795;7,52295211693936
53,4050288363129;27,4276281158064;6,06434169903617;4,30684856420967;14,2056404901361
60,5212977887974;30,2453185636086;5,65118549518239;4,31512510631246;12,4979498696581
72,140896212987;35,7281411377051;5,72983832494528;4,43508461897644;14,7393092013766
58,4615244118303;29,1157254573037;6,24398836402889;4,47214473797026;12,3696379437584
48,6794539225224;29,9014112034995;5,99492294123131;4,57461896917073;12,3292223389413
55,9093385482091;27,9963875967588;5,90089984468191;4,58308749050508;10,5434784797454
